handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_cdef773a-32a3-d0fa-ea98-e7bb63da434a,Product,Shampoo e Mascara Pro+ 250ml,"<p>A queda de cabelo é um problema que afeta milhões de pessoas, e sabemos como isso pode impactar sua confiança e autoestima. Se você está enfrentando esse desafio e nada parece funcionar, não desanime. O&nbsp;<strong>Shampoo e Máscara 250ml</strong>&nbsp;chegaram para ser a solução que você procura!</p><p>Esses produtos foram formulados para&nbsp;<strong>fortalecer o cabelo desde a raiz</strong>, combater a queda e estimular o crescimento de fios mais saudáveis e volumosos. Se você busca um tratamento eficaz e completo para a saúde capilar, não procure mais! &nbsp;</p><p>&nbsp;</p><p>Nosso&nbsp;<strong>Shampoo e Máscara&nbsp;</strong>são uma combinação poderosa que vai&nbsp;<strong>transformar seu cabelo</strong>. Enquanto o shampoo limpa e fortalece, a máscara penetra profundamente nos fios, reparando e estimulando o crescimento saudável de forma intensa. Juntos, eles formam o tratamento ideal para quem quer resultados rápidos e duradouros.&nbsp;</p>",8209a8_b8c2c51956204378866bb265a41ef363~mv2.png;8209a8_d2abae44d36c431eb4a3f57b6b791510~mv2.png;8209a8_0df4996f599846a991bcc1d63047d60b~mv2.webp,,,Novidade,230.0,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,Por que escolher o Shampoo e Máscara Ativadora ?,"<p><strong>Combate a queda de cabelo</strong>: Ambos os produtos trabalham em conjunto para fortalecer os fios e reduzir a queda, agindo diretamente no couro cabeludo.</p>

<p><strong>Estimula o crescimento saudável</strong>: A fórmula avançada dos produtos aumenta a circulação no couro cabeludo, promovendo o crescimento de novos fios e aumentando a densidade capilar.</p>

<p><strong>Cabelos mais fortes e volumosos</strong>: Com o uso contínuo, seus fios ficarão mais fortes, volumosos e resistentes a danos.</p>

<p><strong>Fórmula nutritiva</strong>: Com ingredientes naturais e poderosos, como vitaminas e óleos essenciais, que nutrem o couro cabeludo e revitalizam os fios.<br>
<strong>Tratamento completo e fácil</strong>: O shampoo limpa sem agredir, enquanto a máscara age profundamente, proporcionando hidratação intensa e recuperação do cabelo de forma eficaz.</p>
",Resultados Comprovados!,"<p>Usuários do&nbsp;<strong>Shampoo e Máscara Ativador de Crescimento 250ml</strong>&nbsp;perceberam uma&nbsp;<strong>redução significativa na queda de cabelo</strong>&nbsp;e um&nbsp;<strong>aumento no volume e brilho dos fios</strong>&nbsp;após apenas algumas semanas de uso. Você também pode ter o cabelo mais forte e saudável que sempre sonhou!&nbsp;</p>
",Recupere Seu Cabelo e Sua Confiança Agora!,"<p>Chegou o momento de recuperar a saúde do seu cabelo e devolver a vitalidade que você tanto deseja. O&nbsp;<strong>Shampoo e Máscara Ativador de Crescimento 250ml</strong>&nbsp;são a chave para fortalecer seus fios, combater a queda e estimular o crescimento de forma natural e eficaz!</p>

<p>Não perca mais tempo!&nbsp;<strong>Garanta o seu agora e comece a transformação capilar hoje mesmo!</strong></p>

<p>COMPRE HOJE E&nbsp;<strong>PAGUE SÓ NA ENTREGA</strong>&nbsp;DO PRODUTO, O&nbsp;<strong>FRETE É&nbsp;</strong><strong>GRÁTIS!</strong></p>
",,,,,,,,,,,,,
product_8023955d-aea4-34f7-ffa5-f7d236c64cda,Product,Máscara Capilar Vita A 500g,"<p>A Máscara Capilar Vita A é um tratamento profissional de 500g formulado com tecnologia de nanorregeneração e tripla ação: repara, hidrata e nutre intensamente os fios. Enriquecida com o poder da vitamina A, esta máscara atua diretamente no equilíbrio capilar, ativando o metabolismo de proteínas e estimulando o crescimento saudável dos fios.</p>",8209a8_ef98ff08affb45e29050b24b732cae4e~mv2.png;8209a8_fd57f1b4fc1a4372a15935d644f6fd58~mv2.png;8209a8_18389f227969433eafc9efda576ca308~mv2.png,,,Novidade,230.0,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,Principais Atuações,"<p><strong>Nanorregeneração:</strong> Tecnologia avançada que repara profundamente os fios danificados.</p>

<p><strong>Tripla Ação:</strong> Repara, hidrata e nutre intensamente a fibra capilar.</p>

<p><strong>Reposição de Massa:</strong> Devolve a massa capilar perdida, fortalecendo a estrutura dos fios.</p>

<p><strong>Elasticidade e Brilho:</strong> Restaura a elasticidade natural e promove um brilho intenso.</p>

<p><strong>Estímulo ao Crescimento:</strong> A vitamina A ativa o metabolismo de proteínas, essencial para o crescimento saudável dos cabelos.</p>

<p><strong>Facilita o Desembaraço:</strong> Possui fórmula altamente condicionante que facilita o pentear.</p>
",Benefícios,"<p>Cabelos reparados e revitalizados.</p>

<p>Fios intensamente hidratados e nutridos.</p>

<p>Maior força e resistência contra a quebra.</p>

<p>Cabelos mais elásticos e com movimento.</p>

<p>Brilho intenso e saudável.</p>

<p>Estímulo ao crescimento capilar saudável.</p>

<p>Desembaraço facilitado.</p>
",Como Usar,"<ol>
	<li>Lave o cabelo e retire o excesso de umidade.</li>
	<li>Aplique a máscara de maneira uniforme pelo comprimento e pontas.</li>
	<li>Massageie mecha por mecha.</li>
	<li>Deixe agir por cerca de 10 minutos.</li>
	<li>Enxágue abundantemente.</li>
</ol>
",Observações,"<p>Máscara de tratamento profissional.</p>

<p>Ideal para cabelos danificados que necessitam de reparação, hidratação e nutrição intensivas.</p>

<p>A vitamina A auxilia no crescimento forte e saudável dos fios.</p>
",,,,,,,,,,,
product_dcd23520-6120-445c-2a8a-1c4b4b61cf52,Product,Cautermix 300ml,"<p>CauterMix é uma aplicação profissional de cauterização capilar, desenvolvida para restaurar a saúde dos fios e revitalizar o cabelo danificado. Nossa cauterização penetra profundamente na fibra capilar, repondo nutrientes essenciais e fortalecendo o cabelo de dentro para fora. O tratamento proporciona um efeito de brilho intenso, maciez e resistência, reduzindo o frizz e promovendo uma aparência saudável e hidratada. Ideal para cabelos que passaram por processos químicos ou estão fragilizados, CauterMix traz uma solução eficiente e duradoura para quem busca um cuidado capilar de alta qualidade.</p>",8209a8_4d1f496cf19946458799ce864f94ab0b~mv2.png;8209a8_7141839a2a5e475e88e4f50160a909d6~mv2.png;8209a8_cec41e6008624bf4a997cf67caa6219b~mv2.png,,,Novidade,250.0,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_89e869ce-429a-cfad-33c7-c37a0d0dc264,Product,Ativador de Crescimento Capilar PRO+,"<p>Desenvolvido por Havana Cosméticos, especialistas em cabelos quimicamente tratados, o Ativador de Crescimento PRO+ é a solução ideal para quem busca fortalecer os fios, estimular o crescimento de novos cabelos e reduzir a queda. Sua fórmula avançada, com mais de 20 ativos diferentes, age diretamente no couro cabeludo para resultados surpreendentes e saudáveis.</p>",8209a8_b3db6f2946ee46e2a47181b9b07d490b~mv2.png,,,Novidade,270.0,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,Principais Atuações,"<p><strong>Fortalecimento do Couro Cabeludo:</strong> Nutre e fortalece a raiz dos cabelos, criando um ambiente saudável para o crescimento.</p>

<p><strong>Estímulo ao Crescimento de Novos Fios:</strong> Ativa a circulação no couro cabeludo, promovendo o surgimento de novos cabelos.</p>

<p><strong>Redução da Queda:</strong> Combate a queda capilar, ajudando a manter seus cabelos mais densos e volumosos.</p>

<p><strong>Tratamento Completo:</strong> Sua fórmula rica em mais de 20 ativos trabalha sinergicamente para tratar a queda e estimular o crescimento de forma eficaz.</p>
",Benefícios,"<p>Cabelo mais forte e resistente.</p>

<p>Crescimento de novos fios visível.</p>

<p>Redução significativa da queda capilar.</p>

<p>Fórmula com múltiplos ativos para um tratamento completo.</p>

<p>Adequado para todos os tipos de cabelo e idades.</p>
",Observações,"<p>Formulado por especialistas em cabelos quimicamente tratados.</p>

<p>Contém ingredientes que nutrem e fortalecem os fios sem agredir.</p>

<p>Para melhores resultados, utilize conforme as instruções de uso.</p>

<p>Produto original, novo e lacrado.</p>
",,,,,,,,,,,,,
product_b550633c-880f-505b-eee6-7245fa17049d,Product,Depilador Skinliss,"<p>O Depilador Skinliss é uma solução moderna e eficiente para uma depilação suave e sem complicações, diretamente no conforto do seu lar. Diga adeus aos métodos tradicionais dolorosos e demorados, e experimente uma pele lisa e macia desde a primeira aplicação.</p>",8209a8_33c2275b639f4f2096545a17f32487c9~mv2.jpg;8209a8_ffd8960711f8401c96b08366784fa81e~mv2.jpg;8209a8_91cb5bde5a644ba7a2a807542af16cfb~mv2.jpg;8209a8_6b798254ca17462b8bccef7db7bb5900~mv2.jpg;8209a8_a835942a62ba44fa914509ea70c0d58e~mv2.jpg;8209a8_5cd939e39a4f4a50866847e982d82b61~mv2.jpg;8209a8_dd57e8edfab04d47824ddfa25bd10657~mv2.jpg;8209a8_50ec0e3e2b444c84aeccc9185917cd3c~mv2.jpg,,,Novidade,189.99,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,Principais Características,"<p><strong>Depilação 100% Indolor:</strong> Desfrute de uma depilação completamente livre de dor, sem os incômodos causados por lâminas, cera quente ou outros métodos.</p>

<p><strong>Rápido e Eficiente:</strong> Depile as áreas desejadas em poucos minutos, otimizando seu tempo e rotina de beleza.</p>

<p><strong>Seguro para a Pele:</strong> Projetado para não causar alergias, cortes, vermelhidão, irritações ou foliculite, proporcionando uma pele saudável e lisinha.</p>

<p><strong>Prático e Portátil:</strong> Bivolt e compacto, pode ser usado em qualquer lugar e a qualquer momento, sem a necessidade de pilhas ou baterias específicas.</p>

<p><strong>Versátil para Todo o Corpo:</strong> Ideal para depilar pernas, braços, axilas, virilhas e outras áreas do corpo que você desejar.</p>

<p><strong>Pele Macia desde a Primeira Aplicação:</strong> Deixa a pele suave e sedosa logo após o uso.</p>
",Benefícios,"<p>Depilação completamente livre de dor.</p>

<p>Processo rápido e eficiente.</p>

<p>Seguro para todos os tipos de pele.</p>

<p>Praticidade para usar em casa.</p>

<p>Portátil e fácil de transportar.</p>

<p>Deixa a pele lisa e macia.</p>

<p>Evita alergias, cortes e foliculite.</p>
",Observações,"<p>Bivolt, adequado para diferentes voltagens.</p>

<p>Portátil e fácil de manusear.</p>

<p>Pode ser utilizado em diversas áreas do corpo.</p>
",,,,,,,,,,,,,
product_fb1c3de5-2ba9-b037-c75b-5ecea942d7e5,Product,Alphasin,"<p>Alphasin é um suplemento alimentar formulado com uma combinação de ingredientes naturais, incluindo extratos vegetais e vitaminas essenciais, desenvolvido para promover a saúde e o bem-estar masculino. Sua formulação única oferece nutrientes com propriedades anti-inflamatórias, antioxidantes e de renovação celular.</p>",8209a8_aa94f64959dd477eb96147ffbd1dc6bb~mv2.png;8209a8_3122b37b0e764a9da7ef3bde38c09146~mv2.png;8209a8_adb8b3427e3b44a6a183869463d93d98~mv2.jpg,,,Novidade,289.99,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,Principais Componentes e seus Benefícios,"<p><strong>Extrato de Rizoma de Cúrcuma Longa:</strong> Auxilia na redução da inflamação da próstata e pode inibir o crescimento de células cancerígenas. Contribui para aumentar os níveis de energia e combater a fadiga.</p>

<p><strong>Extrato de Semente de Uva:</strong> Rico em antioxidantes, conhecidos por suas propriedades contra o câncer, incluindo células cancerígenas da pele, mama, intestino, pulmão, estômago e próstata.</p>

<p><strong>Extrato de Própolis:</strong> Possui propriedades que podem inibir o crescimento do câncer de próstata, além de ser um agente bacteriostático, antiviral e antioxidante.</p>

<p><strong>Vitamina E:</strong> Estudos sugerem que pode ajudar a prevenir e diminuir o crescimento de tumores dependentes da testosterona, como o câncer de próstata.</p>

<p><strong>Vitamina D:</strong> Pode reduzir a probabilidade ou a agressividade do câncer de próstata, inibindo a reprodução de células doentes.</p>

<p><strong>Vitamina B12:</strong> Contribui para mais energia, melhora o condicionamento físico, auxilia no metabolismo de carboidratos, proteínas e gorduras, e pode ajudar na prevenção de doenças neurológicas e na estabilização do humor.</p>

<p><strong>Vitamina B6:</strong> Essencial para diversas reações químicas no sistema nervoso central, importante para o metabolismo e a função hormonal.</p>
",Benefícios,"<p>Contribui para a saúde da próstata.</p>

<p>Possui ação antioxidante.</p>

<p>Auxilia no aumento da energia e vitalidade.</p>

<p>Pode contribuir para a saúde do sistema nervoso.</p>

<p>Fornece nutrientes essenciais para o bem-estar geral.</p>
",Modo de Usar,"<p>Ingerir 1 cápsula ao dia com água, preferencialmente após alguma refeição (manhã ou tarde) para evitar desconforto estomacal. Evitar o consumo à noite.</p>
",Composição,,Observações,"<p>Produto isento de registro conforme RDC 240/2018 da ANVISA.</p>

<p>Formulado com nutrientes naturais.</p>

<p>Não possui contraindicações ou efeitos colaterais conhecidos</p>
",,,,,,,,,
product_1e5afe37-18f0-eb56-e741-6f99f2b38e70,Product,Mop Giratório Esfregão de Limpeza,"<p>O Mop Giratório 3 em 1 é a solução inovadora para uma limpeza doméstica eficiente e sem complicações. Febre nos Estados Unidos, este esfregão foi projetado para otimizar seu tempo e proteger suas mãos, tornando a tarefa de limpar a casa muito mais rápida e confortável.</p>",8209a8_b4801efaea2c4c749e27916bb5b1fe1c~mv2.webp;8209a8_28db33bfb7034959b4a1f3732d5666f0~mv2.webp;8209a8_3bdf4f0dbbab4ca29afb4a074e442842~mv2.webp;8209a8_0131cef1f82943a58a62b000f3dd7ee8~mv2.webp;8209a8_99266a7739e9402e9a8b4489e6c4114c~mv2.webp;8209a8_cb74bed6d4db4842a33c8a67c822d9cc~mv2.webp;8209a8_8519b5da2e334296acd6babcf70e6059~mv2.webp;8209a8_a4c50af9198d4b4c9e7f238066cb5b8a~mv2.webp;8209a8_0241687aac3c42e09d5dbdfecf7ebd2a~mv2.webp;8209a8_0bed0e368e1644868d98b1b3b6cc097d~mv2.webp;8209a8_ab4caa4745bf4b7abd9567be059b9059~mv2.webp;8209a8_0ad13bb630614fa09b771c7935a4b68c~mv2.jpg;8209a8_462274b517b74a8897904b0803513dbc~mv2.webp;8209a8_ec0432d42d3d484492885b73cf6175e3~mv2.webp;8209a8_94b3bda857b84d96835b9e7816eeda8e~mv2.webp,,,Novidade,229.99,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,Principais Características,"<p><strong>Sistema de Torção Automática:</strong> Basta puxar o cabo para espremer a água do esfregão, eliminando o contato das mãos com a água suja e evitando dores nas costas.</p>

<p><strong>Cabeça Giratória 360 Graus:</strong> Permite alcançar todos os cantos e frestas da casa com facilidade, garantindo uma limpeza completa.</p>

<p><strong>Formato Triangular:</strong> Projetado para limpar eficazmente os cantos, removendo a sujeira acumulada.</p>

<p><strong>Cabo Ajustável:</strong> Possui altura regulável até 1,5 metros, adaptando-se à sua necessidade e permitindo limpar pisos, janelas e até paredes e tetos.</p>

<p><strong>Limpeza Sem Respingos:</strong> Controla a umidade do pano, evitando que o chão fique excessivamente molhado.</p>

<p><strong>Ideal para Diversas Superfícies:</strong> Perfeito para limpar pisos, janelas e paredes.</p>
",Benefícios,"<p><strong>Limpeza Rápida e Eficiente:</strong> Reduza drasticamente o tempo gasto na limpeza da casa.</p>

<p><strong>Protege Suas Mãos:</strong> Evite o contato com água suja e produtos de limpeza.</p>

<p><strong>Conforto para a Coluna:</strong> Elimine a necessidade de se curvar para torcer o pano.</p>

<p><strong>Alcança Todos os Cantos:</strong> Limpeza completa, inclusive em áreas difíceis.</p>

<p><strong>Versátil:</strong> Adequado para diferentes tipos de superfícies.</p>
",Observações,"<p>O sistema de torção automática facilita a remoção do excesso de água sem esforço.</p>

<p>A cabeça giratória e o formato triangular otimizam a limpeza em áreas de difícil acesso.</p>

<p>O cabo ajustável proporciona ergonomia e alcance para diversas superfícies.</p>
",,,,,,,,,,,,,
product_022342e8-28fd-3994-7887-1b095b4d1f19,Product,Gel Volumetrão - Potenciador da Performance Masculina,,8209a8_2a969a477c1d415db6fe752e61ef6446~mv2.png;8209a8_c1f81a6fe7e64cc4a6b98a977c66f2a1~mv2.png;8209a8_732f3ab52f554e37a981dca394ade379~mv2.png,,,,207.0,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,Principais Atuações,"<p><strong>Vasodilatação Potente:</strong> Aumenta o fluxo sanguíneo na região genital, resultando em ereções mais firmes e duradouras.</p>

<p><strong>Sensação de Aumento Peniano:</strong> Promove uma notável sensação de aumento no comprimento e na espessura do pênis devido ao aumento da pressão sanguínea.</p>

<p><strong>Retardante Eficaz:</strong> Ajuda a controlar a ejaculação, prolongando o prazer durante a relação sexual.</p>

<p><strong>Melhora da Função Erétil:</strong> Contribui para um melhor controle da ereção e aumento da sensibilidade.</p>
",Benefícios,"<p>Proporciona ereções mais firmes e duradouras.</p>

<p>Confere a sensação de aumento e inchaço do pênis.</p>

<p>Atua como retardante, auxiliando no controle da ejaculação.</p>

<p>Aumenta a sensibilidade na região genital.</p>

<p>Formulado com ingredientes naturais.</p>
",Modo de Usar,"<p>Aplique uma pequena quantidade do Gel Volumetrão em todo o pênis e escroto.</p>

<p>Espalhe o produto de forma uniforme até completa absorção, alguns minutos antes da relação sexual (5 a 10 minutos).</p>
",Composição,"<p>Aqua, Capsicium Annuum Extract, Carboxmethyl Cellulose, Eugenia Caryphyllus (Clove) Bud Oil, Glycerin, Mentha Piperita Oil, Propylparaben.</p>
",Observações,"<p>O efeito do gel é percebido poucos minutos após a aplicação e pode durar em média até 2 horas.</p>

<p>Produto para uso externo. Não ingerir.</p>

<p>Em caso de irritação, suspenda o uso e lave a área com água. Recomenda-se um teste em uma pequena área antes do uso completo.</p>

<p>Pode ser usado com preservativos, certificando-se da completa absorção antes de colocar.</p>

<p>Destinado ao uso por adultos.</p>
",,,,,,,,,
product_ef3b2b7e-8ec8-0545-c7ba-d721fde17e4b,Product,Tônico Mxd20 man,"<p>&nbsp;</p><p>O Tônico Mxd20 Man foi especialmente formulado para homens que desejam estimular o crescimento capilar e fortalecer os fios em diversas áreas, como barba, cabelo e sobrancelhas. Sua fórmula exclusiva, com ingredientes 100% naturais da Amazônia, oferece resultados visíveis e eficazes.</p>",8209a8_1bed536e8e8948d7a1cc0a001e65c92a~mv2.png;8209a8_783c944edadf4344a8989c6f5bba527d~mv2.jpeg;8209a8_fe8cebf82b344aa4a4d13f31d9d0369e~mv2.jpeg;8209a8_d00484b8693946769cee037d4d09cab8~mv2.jpeg;8209a8_00ee820537c841079d9c0dd5b457d46e~mv2.jpeg;8209a8_51174e7061e1427eac35a74e232ffc6a~mv2.jpeg,,,Novidade,237.0,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,Principais Atuações,"<p><strong>Combate à Calvície:</strong> Estimula o crescimento capilar no couro cabeludo, fortalece os fios existentes e reduz a queda.</p>

<p><strong>Preenchimento de Falhas na Barba:</strong> Ativa a circulação local, favorecendo o crescimento e o preenchimento de áreas com falhas, resultando em uma barba mais uniforme e cheia.</p>

<p><strong>Crescimento e Definição das Sobrancelhas:</strong> Estimula o crescimento dos fios das sobrancelhas, preenchendo falhas e promovendo um aspecto mais denso e natural.</p>

<p><strong>Aumento do Volume da Barba:</strong> Fortalece os fios da barba e estimula o crescimento, proporcionando uma aparência mais volumosa e espessa.</p>
",Benefícios,"<p><strong>Estimula o Crescimento Capilar:</strong> Favorece o desenvolvimento de novos fios nas áreas desejadas.</p>

<p><strong>Preenche Falhas:</strong> Ajuda a uniformizar a barba e as sobrancelhas.</p>

<p><strong>Fortalece os Fios:</strong> Contribui para fios mais resistentes e saudáveis.</p>

<p><strong>Reduz a Queda:</strong> Auxilia na diminuição da perda de cabelo.</p>

<p><strong>Fórmula Natural da Amazônia:</strong> Contém ingredientes puros, livres de químicas e aditivos prejudiciais.</p>

<p><strong>Resultados Visíveis:</strong> Com o uso contínuo, os primeiros resultados podem aparecer em 4 a 6 semanas.</p>
",Modo de Usar,"<p>Aplique o tônico diretamente sobre a área limpa e seca (barba, couro cabeludo ou sobrancelhas).</p>

<p>Massageie suavemente com movimentos circulares para garantir a absorção.</p>

<p>Não enxágue.</p>

<p>Utilize de 1 a 2 vezes ao dia para obter melhores resultados.</p>
",Composição,"<p>ÓLEO DE UVA, ÓLEO DE RICINO, ESSENCIAIS, ALCOOL PAFUM, EXTRATO DE SEMENTE ABÓBORA, AMOR CRESCIDO E ÁGUA PURIFICADA.</p>
",Observações,"<p>Para resultados mais expressivos e duradouros, recomenda-se o uso contínuo por 2 a 3 meses.</p>

<p>Os resultados podem variar de pessoa para pessoa.</p>

<p>Produto para uso externo.</p>
",,,,,,,,,
product_fd57735b-7928-bfad-d4fa-74468001bd28,Product,Escova Alisadora 3 em 1,"<p>A Fluxo Escova Alisadora 3 em 1 é a ferramenta revolucionária que transforma a maneira como você alisa o cabelo. Desenvolvida para proporcionar um alisamento rápido, eficiente e sem danificar os fios, ela se tornou um sucesso pela sua praticidade e resultados de salão em casa.</p><p>&nbsp;</p><p><strong>Principais Características:</strong></p><ul>	<li><strong>Alisamento Rápido:</strong> Alisa o cabelo em aproximadamente 15 minutos, economizando tempo no seu dia a dia.</li>	<li><strong>Tecnologia 3 em 1:</strong> Alisa, modela e funciona como um pente, tudo em uma única ferramenta.</li>	<li><strong>Sem Danos:</strong> Projetada para alisar o cabelo com apenas uma passada por mecha, evitando a quebra dos fios causada pelo uso excessivo da chapinha.</li>	<li><strong>Aquecimento Rápido com 5 Níveis de Temperatura:</strong> Pronta para usar assim que ligada, com opções de temperatura para diferentes tipos de cabelo.</li>	<li><strong>25 Mini Placas de Cerâmica:</strong> Divide o cabelo em mechas menores para um alisamento uniforme e eficaz com uma única passada.</li>	<li><strong>Pente Embutido:</strong> Facilita o deslizamento da escova, evitando que o cabelo enrosque e garantindo um alisamento suave desde a raiz.</li>	<li><strong>Tecnologia Antifrizz Profissional:</strong> Deixa o cabelo macio, modelado e sem frizz, com aspecto de recém-saído do salão.</li>	<li><strong>Funciona em Cabelo Seco ou Úmido:</strong> Versátil para diferentes necessidades e momentos.</li></ul><p>&nbsp;</p><p><strong>Benefícios:</strong></p><ul>	<li><strong>Economia de Tempo:</strong> Alisa o cabelo rapidamente, otimizando sua rotina de beleza.</li>	<li><strong>Cabelo Macio e Modelado:</strong> Proporciona um alisamento suave e um visual de salão.</li>	<li><strong>Redução de Danos:</strong> Alisa com menos passadas, preservando a saúde dos fios.</li>	<li><strong>Facilidade de Uso:</strong> Intuitiva e prática para usar em casa.</li>	<li><strong>Versatilidade:</strong> Adequada para diversos tipos de cabelo.</li></ul>",8209a8_ee580871188c482fb077737f840d2dd2~mv2.jpg;8209a8_66157df4a71c4efabc84108c9ef25d35~mv2.webp;8209a8_27bedd26780248888d929049accf331d~mv2.png;8209a8_d7ae73d7b6ce46a48d915a1f296d6790~mv2.png;8209a8_809152a51877459391bb14814ffe67d7~mv2.png;8209a8_220520c70f144734a110092d51f10fc5~mv2.png;8209a8_5190d22ff89646f8ac62c770c9b671ca~mv2.png;8209a8_33babe36a3274c719a5ffdd00156d447~mv2.png;8209a8_46196b977a614aa6bdbe945bfec43089~mv2.png;8209a8_a3ced7571f8e464d9b36893eeaa89500~mv2.png,,,Novidade,199.99,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c30c0e36-190c-5e36-37d0-d74c5fa1bc92,Product,Fluxo Aspirador de Pó Portátil,"<p>O Fluxo Aspirador de Pó Portátil é uma solução compacta e sem fio para limpezas rápidas e eficientes em diversos ambientes. Sua dupla função de aspirador e soprador oferece versatilidade para lidar com diferentes tipos de sujeira e alcançar áreas de difícil acesso.</p><p>&nbsp;</p><p><strong>Principais Características:</strong></p><ul>	<li><strong>Portátil e Sem Fio:</strong> Design leve e sem a necessidade de cabos para máxima liberdade de movimento.</li>	<li><strong>Dupla Função:</strong> Aspira sujeira e detritos, além de soprar para alcançar cantos e frestas.</li>	<li><strong>Motor Potente em Cobre:</strong> Garante uma boa capacidade de sucção para uma limpeza eficaz.</li>	<li><strong>Bateria Recarregável:</strong> Oferece autonomia para limpezas sem a necessidade de estar conectado à tomada.</li>	<li><strong>Carregamento Versátil:</strong> Pode ser carregado via tomada (bivolt) ou porta USB.</li>	<li><strong>Acessórios Inclusos:</strong> Acompanha bicos e acessórios para diferentes necessidades de limpeza.</li></ul><p>&nbsp;</p><p><strong>Benefícios:</strong></p><ul>	<li><strong>Limpeza Rápida:</strong> Ideal para limpezas emergenciais e do dia a dia.</li>	<li><strong>Versatilidade:</strong> Adequado para carros, estofados, teclados, cantos e outras superfícies.</li>	<li><strong>Facilidade de Uso:</strong> Design intuitivo e sem a complicação de fios.</li>	<li><strong>Portabilidade:</strong> Fácil de transportar e armazenar.</li></ul><p>&nbsp;</p><p><strong>Observações:</strong></p><ul>	<li>A autonomia da bateria pode variar conforme o uso.</li>	<li>A potência do motor é otimizada para limpezas rápidas e superficiais.</li>	<li>Verificar as especificações dos acessórios inclusos para diferentes tipos de limpeza.</li></ul>",8209a8_63b190670a5a4c5ca0e72db1fa881547~mv2.webp;8209a8_a168b58a39934bf791678a196e2b72e5~mv2.png;8209a8_2dc3431eede8410092b30e0f7f63732d~mv2.png;8209a8_e9bb1c341f8a4050b6a9f1e83b297efc~mv2.png;8209a8_e7e6458ea84c4fa09cd3d86ff3b48700~mv2.webp;8209a8_32d1dd85217143458cea4fd87af34048~mv2.webp;8209a8_80b235468b9d4587825c12fd6f5dfa23~mv2.webp;8209a8_bf353daab65e448082a478f6367d17c9~mv2.webp;8209a8_802fbef7de51440fa9b90b69df8ceb8c~mv2.webp,,,Novidade,189.0,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
